subject,block,condition,target_distance,type,percived_distance,rel_bias,abs_bias,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
S001,2,Floor level,4.2,ROVED,0.26666666666666666,-0.9365079365079365,-3.9333333333333336,0.0875595035770913,0.03574601764921203,0.007666666666666665,6,0.26666666666666666,0.02084750085168844,0.008510956583145735,4.3461829176115024e-4,6,-0.9365079365079365,0.08755950357709143,0.03574601764921208,0.007666666666666686,6
S002,2,Floor level,4.2,ROVED,1.42,-0.6619047619047619,-2.7800000000000002,0.27748873851023215,0.12409673645990855,0.077,5,1.42,0.06606874726434098,0.029546842014263937,0.0043650793650793634,5,-0.6619047619047619,0.27748873851023226,0.12409673645990861,0.07700000000000004,5
S003,2,Floor level,4.2,ROVED,5.6,0.33333333333333326,1.4,3.9115214431215892,1.74928556845359,15.3,5,5.6,0.931314629314664,0.4164965639175214,0.8673469387755101,5,0.33333333333333326,3.9115214431215892,1.74928556845359,15.3,5
S004,2,Floor level,4.2,ROVED,2.375,-0.43452380952380953,-1.8250000000000002,0.25,0.125,0.0625,4,2.375,0.059523809523809534,0.029761904761904767,0.0035430839002267584,4,-0.43452380952380953,0.25,0.125,0.0625,4
S005,2,Floor level,4.2,ROVED,2.5,-0.40476190476190477,-1.7000000000000002,0.44721359549995793,0.18257418583505539,0.2,6,2.5,0.10647942749998998,0.043470044246441755,0.011337868480725622,6,-0.40476190476190477,0.44721359549995793,0.18257418583505539,0.2,6
S006,2,Floor level,4.2,ROVED,3,-0.28571428571428575,-1.2000000000000002,0,0,0,5,3,0,0,0,5,-0.28571428571428575,0,0,0,5
S007,2,Floor level,4.2,ROVED,2.8,-0.33333333333333337,-1.4000000000000001,0.570087712549569,0.25495097567963926,0.325,5,2.8,0.1357351696546593,0.06070261325705696,0.018424036281179137,5,-0.33333333333333337,0.570087712549569,0.25495097567963926,0.325,5
S008,2,Floor level,4.2,ROVED,3.25,-0.22619047619047622,-0.9500000000000002,0.9574271077563381,0.47871355387816905,0.9166666666666666,4,3.25,0.2279588351800805,0.11397941759004025,0.05196523053665911,4,-0.22619047619047622,0.9574271077563381,0.47871355387816905,0.9166666666666666,4
S009,2,Floor level,4.2,ROVED,2.1333333333333333,-0.4920634920634921,-2.066666666666667,0.19663841605003501,0.08027729719194865,0.03866666666666667,6,2.1333333333333333,0.046818670488103585,0.019113642188559207,0.0021919879062736215,6,-0.4920634920634921,0.19663841605003501,0.08027729719194865,0.03866666666666667,6
S010,2,Floor level,4.2,ROVED,3.58,-0.14761904761904765,-0.6200000000000002,1.8185158784019457,0.8132650244538984,3.307,5,3.58,0.4329799710480823,0.19363452963188055,0.18747165532879817,5,-0.14761904761904765,1.8185158784019457,0.8132650244538984,3.307,5
S011,2,Floor level,4.2,ROVED,2.5,-0.4047619047619048,-1.7000000000000002,0.7071067811865476,0.31622776601683794,0.5,5,2.5,0.16835875742536846,0.07529232524210426,0.02834467120181406,5,-0.4047619047619048,0.7071067811865476,0.31622776601683794,0.5,5
S012,2,Floor level,4.2,ROVED,5,0.1904761904761904,0.7999999999999998,1.4142135623730951,0.7071067811865476,2,4,5,0.3367175148507369,0.16835875742536846,0.11337868480725623,4,0.1904761904761904,1.4142135623730951,0.7071067811865476,2,4
S013,2,Floor level,4.2,ROVED,1.775,-0.5773809523809524,-2.4250000000000003,1.5960889699512368,0.46075119822596955,2.5475,12,1.775,0.380021183321723,0.10970266624427846,0.1444160997732426,12,-0.5773809523809524,1.5960889699512368,0.46075119822596955,2.5475,12
S015,2,Floor level,4.2,ROVED,1.93,-0.5404761904761906,-2.27,0.7379400758568108,0.23335714164249519,0.5445555555555556,10,1.93,0.17570001806114538,0.055561224200594075,0.030870496346686812,10,-0.5404761904761906,0.7379400758568107,0.23335714164249513,0.5445555555555555,10
S017,2,Floor level,4.2,ROVED,4,-0.047619047619047665,-0.20000000000000018,1.2649110640673518,0.5163977794943223,1.6,6,4,0.3011693009684171,0.12295185226055294,0.09070294784580499,6,-0.047619047619047665,1.2649110640673518,0.5163977794943223,1.6,6
S018,2,Floor level,4.2,ROVED,5,0.1904761904761904,0.7999999999999998,1.224744871391589,0.5477225575051661,1.5,5,5,0.29160592175990213,0.13041013273932525,0.08503401360544217,5,0.1904761904761904,1.224744871391589,0.5477225575051661,1.5,5
S013,4,Ear level,6,ROVED,1.125,-0.8125,-4.875,0.6291528696058958,0.3145764348029479,0.3958333333333333,4,1.125,0.10485881160098265,0.052429405800491324,0.010995370370370372,4,-0.8125,0.6291528696058958,0.3145764348029479,0.3958333333333333,4
S001,5,Ear level,6,ROVED,0.65,-0.8916666666666667,-5.35,0.26770630673681683,0.13385315336840842,0.07166666666666667,4,0.65,0.04461771778946949,0.022308858894734745,0.0019907407407407426,4,-0.8916666666666667,0.267706306736817,0.1338531533684085,0.07166666666666675,4
S002,5,Ear level,6,ROVED,1.24,-0.7933333333333333,-4.76,0.32863353450309973,0.1469693845669907,0.10800000000000003,5,1.24,0.0547722557505166,0.024494897427831775,0.0029999999999999988,5,-0.7933333333333333,0.32863353450309946,0.14696938456699057,0.10799999999999987,5
S003,5,Ear level,6,ROVED,7,0.16666666666666669,1,4.33589667773576,1.7701224063135674,18.8,6,7,0.7226494462892933,0.2950204010522612,0.5222222222222223,6,0.16666666666666669,4.33589667773576,1.7701224063135674,18.8,6
S004,5,Ear level,6,ROVED,2.94,-0.51,-3.06,0.260768096208106,0.11661903789690602,0.06800000000000002,5,2.94,0.04346134936801769,0.019436506316151014,0.0018888888888888913,5,-0.51,0.260768096208106,0.11661903789690602,0.06800000000000002,5
S005,5,Ear level,6,ROVED,2.875,-0.5208333333333334,-3.125,0.25,0.125,0.0625,4,2.875,0.041666666666666685,0.020833333333333343,0.0017361111111111127,4,-0.5208333333333334,0.25,0.125,0.0625,4
S006,5,Ear level,6,ROVED,2.2,-0.6333333333333333,-3.8,0.8366600265340756,0.3741657386773941,0.7,5,2.2,0.13944333775567927,0.06236095644623236,0.019444444444444448,5,-0.6333333333333333,0.8366600265340756,0.3741657386773941,0.7,5
S007,5,Ear level,6,ROVED,2.8333333333333335,-0.5277777777777778,-3.1666666666666665,0.408248290463863,0.16666666666666669,0.16666666666666666,6,2.8333333333333335,0.06804138174397716,0.027777777777777776,0.004629629629629628,6,-0.5277777777777778,0.408248290463863,0.16666666666666669,0.16666666666666666,6
S008,5,Ear level,6,ROVED,3.2,-0.4666666666666667,-2.8,1.3038404810405297,0.58309518948453,1.7,5,3.2,0.21730674684008827,0.09718253158075499,0.047222222222222214,5,-0.4666666666666667,1.3038404810405297,0.58309518948453,1.7,5
S009,5,Ear level,6,ROVED,1.65,-0.725,-4.35,0.28867513459481287,0.14433756729740643,0.08333333333333331,4,1.65,0.04811252243246883,0.024056261216234415,0.0023148148148148164,4,-0.725,0.288675134594813,0.1443375672974065,0.0833333333333334,4
S010,5,Ear level,6,ROVED,3.66,-0.39,-2.34,2.286482013924448,1.0225458424931373,5.228,5,3.66,0.3810803356540747,0.17042430708218953,0.14522222222222222,5,-0.39,2.286482013924448,1.0225458424931373,5.228000000000001,5
S011,5,Ear level,6,ROVED,3,-0.5,-3,0.6324555320336759,0.25819888974716115,0.4,6,3,0.10540925533894598,0.04303314829119352,0.01111111111111111,6,-0.5,0.6324555320336759,0.25819888974716115,0.4,6
S012,5,Ear level,6,ROVED,4.8,-0.19999999999999998,-1.2,2.3874672772626644,1.0677078252031311,5.7,5,4.8,0.39791121287711073,0.17795130420052185,0.15833333333333333,5,-0.19999999999999998,2.3874672772626644,1.0677078252031311,5.7,5
S013,5,Ear level,6,ROVED,0.525,-0.93125,-5.5875,0.36855573979159967,0.18427786989579983,0.13583333333333333,4,0.525,0.07340116812068785,0.036700584060343926,0.005387731481481483,4,-0.93125,0.4404070087241272,0.2202035043620636,0.19395833333333345,4
S015,5,Ear level,6,ROVED,2.35,-0.6083333333333333,-3.65,0.8989893315172424,0.2595158662750408,0.8081818181818182,12,2.35,0.14983155525287373,0.04325264437917347,0.022449494949494952,12,-0.6083333333333333,0.8989893315172424,0.2595158662750408,0.8081818181818182,12
S017,5,Ear level,6,ROVED,6,0,0,0.816496580927726,0.408248290463863,0.6666666666666666,4,6,0.13608276348795434,0.06804138174397717,0.018518518518518517,4,0,0.816496580927726,0.408248290463863,0.6666666666666666,4
S018,5,Ear level,6,ROVED,4,-0.3333333333333333,-2,1.4142135623730951,0.6324555320336759,2,5,4,0.23570226039551584,0.10540925533894598,0.05555555555555555,5,-0.3333333333333333,1.4142135623730951,0.6324555320336759,2,5
S001,2,Floor level,6,ROVED,0.25,-0.9583333333333334,-5.75,0.10801234497346432,0.05400617248673216,0.011666666666666664,4,0.25,0.018002057495577376,0.009001028747788688,3.2407407407407363e-4,4,-0.9583333333333334,0.10801234497346436,0.05400617248673218,0.011666666666666672,4
S002,2,Floor level,6,ROVED,1.1166666666666667,-0.8138888888888889,-4.883333333333333,0.6145459028149701,0.25088731423578287,0.37766666666666665,6,1.1166666666666667,0.10242431713582831,0.04181455237263046,0.010490740740740733,6,-0.8138888888888889,0.6145459028149701,0.25088731423578287,0.37766666666666665,6
S003,2,Floor level,6,ROVED,7,0.16666666666666669,1,6.442049363362563,2.8809720581775866,41.5,5,7,1.0736748938937604,0.4801620096962644,1.1527777777777777,5,0.16666666666666669,6.442049363362563,2.8809720581775866,41.5,5
S004,2,Floor level,6,ROVED,2.7,-0.55,-3.3,0.44721359549995793,0.19999999999999998,0.2,5,2.7,0.07453559924999298,0.033333333333333326,0.005555555555555554,5,-0.55,0.44721359549995793,0.19999999999999998,0.2,5
S005,2,Floor level,6,ROVED,2.625,-0.5625,-3.375,0.25,0.125,0.0625,4,2.625,0.041666666666666685,0.020833333333333343,0.0017361111111111127,4,-0.5625,0.25,0.125,0.0625,4
S006,2,Floor level,6,ROVED,2.8333333333333335,-0.5277777777777778,-3.1666666666666665,0.408248290463863,0.16666666666666669,0.16666666666666666,6,2.8333333333333335,0.06804138174397716,0.027777777777777776,0.004629629629629628,6,-0.5277777777777778,0.408248290463863,0.16666666666666669,0.16666666666666666,6
S007,2,Floor level,6,ROVED,3.12,-0.48000000000000004,-2.88,0.9984988733093292,0.4465422712353221,0.9969999999999998,5,3.12,0.1664164788848882,0.07442371187255367,0.027694444444444435,5,-0.48000000000000004,0.9984988733093292,0.4465422712353221,0.9969999999999998,5
S008,2,Floor level,6,ROVED,3.2,-0.4666666666666667,-2.8,0.8366600265340756,0.3741657386773941,0.7,5,3.2,0.13944333775567927,0.06236095644623236,0.019444444444444445,5,-0.4666666666666667,0.8366600265340756,0.3741657386773941,0.7,5
S009,2,Floor level,6,ROVED,3.25,-0.4583333333333333,-2.75,1.2288205727444508,0.6144102863722254,1.51,4,3.25,0.20480342879074181,0.10240171439537091,0.04194444444444445,4,-0.4583333333333333,1.2288205727444508,0.6144102863722254,1.51,4
S010,2,Floor level,6,ROVED,4.25,-0.2916666666666667,-1.75,2.091650066335189,0.8539125638299666,4.375,6,4.25,0.3486083443891982,0.1423187606383278,0.12152777777777779,6,-0.2916666666666667,2.091650066335189,0.8539125638299666,4.375,6
S011,2,Floor level,6,ROVED,4.2,-0.3,-1.8,2.04939015319192,0.916515138991168,4.2,5,4.2,0.3415650255319866,0.15275252316519464,0.11666666666666665,5,-0.3,2.04939015319192,0.916515138991168,4.2,5
S012,2,Floor level,6,ROVED,5.2,-0.13333333333333333,-0.8,2.4899799195977463,1.1135528725660042,6.2,5,5.2,0.4149966532662911,0.1855921454276674,0.17222222222222222,5,-0.13333333333333333,2.4899799195977463,1.1135528725660042,6.2,5
S013,2,Floor level,6,ROVED,4.25,-0.2916666666666667,-1.75,2.187627547301936,0.7734431367038469,4.785714285714286,8,4.25,0.3646045912169894,0.12890718945064117,0.13293650793650794,8,-0.2916666666666667,2.187627547301936,0.7734431367038469,4.785714285714286,8
S015,2,Floor level,6,ROVED,2.75,-0.5416666666666666,-3.25,0.9524821374819699,0.301201298506866,0.9072222222222222,10,2.75,0.15874702291366163,0.050200216417811,0.025200617283950615,10,-0.5416666666666666,0.9524821374819699,0.301201298506866,0.9072222222222222,10
S017,2,Floor level,6,ROVED,4.25,-0.29166666666666663,-1.75,0.5,0.25,0.25,4,4.25,0.08333333333333333,0.041666666666666664,0.006944444444444444,4,-0.29166666666666663,0.5,0.25,0.25,4
S018,2,Floor level,6,ROVED,4.666666666666667,-0.2222222222222222,-1.3333333333333333,1.632993161855452,0.6666666666666667,2.6666666666666665,6,4.666666666666667,0.2721655269759087,0.11111111111111112,0.07407407407407407,6,-0.2222222222222222,1.632993161855452,0.6666666666666667,2.6666666666666665,6
